行政區,地點,地址,樣態,開放時間,緯度,經度,相對位置,照片連結,管理單位,管理單位電話,備註
士林區,福港街平面停車場,福港街149巷2號,戶外開放式吸菸區,24小時開放,25.0872,121.51864,中央網線區,https://lh3.googleusercontent.com/d/1lXlBgiF5rIGb2BanTCwjLmP0lY80xeVR,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
士林區,忠誠路(二)平面停車場,忠誠路1段138號,戶外開放式吸菸區,24小時開放,25.10682,121.52946,身障格位35號右側黃網線區,https://lh3.googleusercontent.com/d/1LXtR5dQXs2aZojoS6jItdfgj9xzCaELQ,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,新生北路高架橋下停車場(新生北路一段66號對面橋下空間),新生北路1段66號前橋下,戶外開放式吸菸區,24小時開放,25.04721,121.53052,YouBike微笑單車2.0:新生北路一段62巷口左側空地,https://lh3.googleusercontent.com/d/19U8vl2zNO34Y7NGP63KUBGhYzHYdytoB,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,樂群臨時平面停車場,敬業四路、樂群三路口,戶外開放式吸菸區,24小時開放,25.0821,121.55889,78號格位旁白線區,https://lh3.googleusercontent.com/d/133snbYr9MNPsNa8tOu9DORJO21g_oknf,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,中山運動中心旁平面停車場,中山北路2段44巷及46巷中間,戶外開放式吸菸區,24小時開放,25.05543,121.52123,塗銷40號身障車格位並在上面設置,https://lh3.googleusercontent.com/d/1pC4AOHlgIiOJuqJJVPrHTlNvGXB9q0SQ,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
萬華區,洛陽停車場,昆明街旁,戶外開放式吸菸區,24小時開放,25.0487,121.50616,北端人行空地,https://lh3.googleusercontent.com/d/1Q3Vw5ueVOxwYJy-hzwCVDrqxGiyKUG0U,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
松山區,光復北路平面停車場,八德路4段17巷9號,戶外開放式吸菸區,24小時開放,25.04893,121.55835,19號車格位,https://lh3.googleusercontent.com/d/1QWc028j7YAm00CUZ-39a0GggV8-us9-x,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
信義區,吳興街220巷平面停車場,吳興街220巷59弄,戶外開放式吸菸區,24小時開放,25.02581,121.56059,身障格位5號左側黃網線區,https://lh3.googleusercontent.com/d/1wT8eXEJrc9A8CUC0PM1z8GeyC727ZuGV,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
信義區,正氣橋下平面停車場,基隆路地下道52號,戶外開放式吸菸區,24小時開放,25.04751,121.56832,停車場出口右側空地,https://lh3.googleusercontent.com/d/1rYMdsv6StNlp5f8GloiSZiTIQ5jei_7O,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
大安區,建國南路高架橋下停車場(I區),建國南路1段165號前,戶外開放式吸菸區,24小時開放,25.04094,121.53754,1號車格位右側空地,https://lh3.googleusercontent.com/d/1O9d3WGDmqFhJzGDYU0G2kxPo36CYvVRO,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
文山區,萬慶平面停車場,萬慶街48之1號對面,戶外開放式吸菸區,24小時開放,24.99367,121.53808,停車場入口右側空地,https://lh3.googleusercontent.com/d/1drYW_Qsd7itqpLTabkk9j7llYFhd5zmW,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
內湖區,康寧平面停車場,民權東路6段與民權東路6段296巷口,戶外開放式吸菸區,24小時開放,25.07251,121.60572,停車場右側綠植區,https://lh3.googleusercontent.com/d/1s6eMfjbTtMcj7Y8vWobdBQCUdVVwk3md,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
南港區,興中路80巷平面停車場,興中路80巷口,戶外開放式吸菸區,24小時開放,25.0577,121.60644,1-4號車格位後面空間,https://lh3.googleusercontent.com/d/13cuhKx8O5g0SOYvDlPmlS0Kqs9ZmvKrl,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
信義區,臺北南山廣場辦公大樓,松仁路100號,戶外開放式吸菸區,24小時開放,25.03446,121.56744,北側空橋下方,https://lh3.googleusercontent.com/d/1NPR8hbtn2MKPnvswaghr7Pc2LxBEeHqS,臺北市信義區公所,(02)27238009,本位置資訊僅供參考，實際情形以現場公告及標示為準
大同區,建成公園,承德路2段35號,戶外負壓式吸菸區,08:00-24:00,25.054754,121.519438,大同區赤峰街與赤峰街37巷口(公園入口旁),https://lh3.googleusercontent.com/d/1hTbMiSH07CTYykFVyqWktCAlPL7RaEmT,臺北市政府工務局公園路燈工程管理處,(02)25850192,本位置資訊僅供參考，實際情形以現場公告及標示為準
松山區,臺北田徑場,敦化北路3號,戶外開放式吸菸區,24小時開放,25.048853,121.550643,七米道警衛亭左後方靠牆,https://lh3.googleusercontent.com/d/1JsmEec-uvks5-BopgirwbzUyIbLxhneI,臺北市政府體育局,(02)25702330-6513,本位置資訊僅供參考，實際情形以現場公告及標示為準
萬華區,青年公園,水源路199號,戶外開放式吸菸區,24小時開放,25.025782,121.505644,青年公園2號門(國興路側),https://lh3.googleusercontent.com/d/13n5rsP-SDt5TX83QhPmSG6qDaBFOxgk6,公園處青年公園管理所,(02)23032451,本位置資訊僅供參考，實際情形以現場公告及標示為準
大安區,臺大新生羅斯福路口北側人行地下道出口處,新生南路3段112號外空地,戶外開放式吸菸區,24小時開放,25.016647,121.532668,臺大新生羅斯福路口北側人行地下道出口處後側,https://lh3.googleusercontent.com/d/1apgTW9EyGTCjQahCcNF3V_cj-PkuWNFl,臺北市大安區公所,(02)23511711-8203,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,龍江平面停車場,遼寧街、龍江路155巷口,戶外開放式吸菸區,24小時開放,25.05399,121.54195,場內黃網線,,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
大安區,延吉廢鐵道停車場,光復南路180巷14號前,戶外開放式吸菸區,24小時開放,25.04247,121.55652,196號車格左側白色槽化線,,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
